"ring","tmt","id","year","diam","cones"
6,"AMB",600,2000,8.3,0
6,"AMB",601,1998,16,0
6,"AMB",601,1999,16,0
6,"AMB",601,2000,16,0
6,"AMB",602,1998,11.2,0
6,"AMB",602,1999,11.2,0
6,"AMB",602,2000,11.2,0
6,"AMB",603,1998,11.7,0
6,"AMB",603,1999,11.7,0
6,"AMB",603,2000,11.7,0
6,"AMB",604,1998,7.3,0
6,"AMB",604,1999,7.3,0
6,"AMB",604,2000,7.3,0
6,"AMB",605,1998,8,0
6,"AMB",605,1999,8,0
6,"AMB",605,2000,8,0
6,"AMB",606,1998,11,0
6,"AMB",606,1999,11,0
6,"AMB",606,2000,11,0
6,"AMB",607,1998,18.9,0
6,"AMB",607,1999,18.9,0
6,"AMB",607,2000,18.9,0
6,"AMB",608,1998,14.7,0
6,"AMB",608,1999,14.7,0
6,"AMB",608,2000,14.7,0
6,"AMB",609,1998,12.7,0
6,"AMB",609,1999,12.7,0
6,"AMB",609,2000,12.7,0
6,"AMB",610,1998,7.2,0
6,"AMB",610,1999,7.2,0
6,"AMB",610,2000,7.2,0
6,"AMB",611,1998,15.6,0
6,"AMB",611,1999,15.6,0
6,"AMB",611,2000,15.6,0
6,"AMB",612,1998,15.5,0
6,"AMB",612,1999,15.5,0
6,"AMB",612,2000,15.5,0
6,"AMB",613,1998,16.2,0
6,"AMB",613,1999,16.2,0
6,"AMB",613,2000,16.2,0
6,"AMB",614,1998,19.1,0
6,"AMB",614,1999,19.1,1
6,"AMB",614,2000,19.1,3
6,"AMB",615,1998,8.7,0
6,"AMB",615,1999,8.7,0
6,"AMB",615,2000,8.7,0
6,"AMB",616,1998,16.4,0
6,"AMB",616,1999,16.4,7
6,"AMB",616,2000,16.4,0
6,"AMB",617,1998,7.9,0
6,"AMB",617,1999,7.9,0
6,"AMB",617,2000,7.9,0
6,"AMB",618,1998,20.1,1
6,"AMB",618,1999,20.1,1
6,"AMB",618,2000,20.1,3
6,"AMB",619,1998,12.9,0
6,"AMB",619,1999,12.9,0
6,"AMB",619,2000,12.9,0
6,"AMB",620,1998,16.4,0
6,"AMB",620,1999,16.4,0
6,"AMB",620,2000,16.4,3
6,"AMB",621,1998,9.1,0
6,"AMB",621,1999,9.1,0
6,"AMB",621,2000,9.1,0
6,"AMB",622,1998,18,0
6,"AMB",622,1999,18,0
6,"AMB",622,2000,18,0
6,"AMB",623,1998,16.2,0
6,"AMB",623,1999,16.2,0
6,"AMB",623,2000,16.2,0
6,"AMB",624,1998,16.5,0
6,"AMB",624,1999,16.5,0
6,"AMB",624,2000,16.5,0
6,"AMB",625,1998,19.9,0
6,"AMB",625,1999,19.9,0
6,"AMB",625,2000,19.9,0
6,"AMB",626,1998,13.1,0
6,"AMB",626,1999,13.1,0
6,"AMB",626,2000,13.1,0
6,"AMB",627,1998,18,0
6,"AMB",627,1999,18,0
6,"AMB",627,2000,18,0
6,"AMB",628,1998,16,0
6,"AMB",628,1999,16,0
6,"AMB",628,2000,16,0
6,"AMB",629,1998,16.5,0
6,"AMB",629,1999,16.5,0
6,"AMB",629,2000,16.5,1
6,"AMB",630,1998,17.9,0
6,"AMB",630,1999,17.9,0
6,"AMB",630,2000,17.9,0
6,"AMB",631,1998,22.7,0
6,"AMB",631,1999,22.7,0
6,"AMB",631,2000,22.7,0
6,"AMB",632,1998,22.9,0
6,"AMB",632,1999,22.9,0
6,"AMB",632,2000,22.9,0
6,"AMB",633,1998,12.2,0
6,"AMB",633,1999,12.2,0
6,"AMB",633,2000,12.2,0
6,"AMB",634,1998,12.4,0
6,"AMB",634,1999,12.4,1
6,"AMB",634,2000,12.4,0
6,"AMB",635,1998,10.1,0
6,"AMB",635,1999,10.1,0
6,"AMB",635,2000,10.1,0
6,"AMB",636,1998,8.5,0
6,"AMB",636,1999,8.5,0
6,"AMB",636,2000,8.5,0
6,"AMB",637,1998,12.4,0
6,"AMB",637,1999,12.4,0
6,"AMB",637,2000,12.4,0
6,"AMB",638,1998,19.5,0
6,"AMB",638,1999,19.5,2
6,"AMB",638,2000,19.5,0
6,"AMB",639,1998,18.4,0
6,"AMB",639,1999,18.4,0
6,"AMB",639,2000,18.4,10
6,"AMB",640,1998,14.4,0
6,"AMB",640,1999,14.4,0
6,"AMB",640,2000,14.4,0
6,"AMB",641,1998,11,0
6,"AMB",641,1999,11,0
6,"AMB",641,2000,11,0
6,"AMB",642,1998,8,0
6,"AMB",642,1999,8,0
6,"AMB",642,2000,8,0
6,"AMB",643,1998,10.6,0
6,"AMB",643,1999,10.6,0
6,"AMB",643,2000,10.6,0
6,"AMB",644,1998,21.2,0
6,"AMB",644,1999,21.2,5
6,"AMB",644,2000,21.2,10
